Country Name,Country Code,Indicator Name,Indicator Code,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Tunisia,TUN,"Service imports (BoP, current US$)",BM.GSR.NFSV.CD,1170219234,1349122914,1378598893,1539048605,1899689541,2106466614,2361788847,2709936721,3252791549,2872007554,3234385916,3177832763,3195932283,3304263973,3400297466,3076276047,3010567806,3049732891,3216482382,3047300444,2233570284,2793448959,
Turkiye,TUR,"Service imports (BoP, current US$)",BM.GSR.NFSV.CD,8153000000,6098000000,6146000000,7636000000,10353000000,11950000000,12189000000,15914000000,18204000000,17090000000,19704000000,20967000000,21024000000,25500000000,27881000000,25500000000,25805000000,27148000000,28453000000,28657000000,23884000000,29596000000,
Tuvalu,TUV,"Service imports (BoP, current US$)",BM.GSR.NFSV.CD,,9301815,10583353,14780114,14668778,9514239,11791978,21863648,29881937,27026856,33836346,44005052,27559671,27216471,30643482,35376252,40156185,30811311,27182688,31387316,23604279,24207162,
Tanzania,TZA,"Service imports (BoP, current US$)",BM.GSR.NFSV.CD,682401265,649345214,632535536,725696367,974716457,1207324410,1249340900,1413683033,1661851477,1721950879,1888875058,2208090000,2358883738,2488479633,2648272159,2629131862,2176433481,2039876361,1915908544,1782495919,1292041739,,
Uganda,UGA,"Service imports (BoP, current US$)",BM.GSR.NFSV.CD,458800000,479316172,508060612,381212892,492535519,608842750,770481332,977237682,1257398772,1392951691,1802656722,2462864296,2484758758,2427639999,2674915469,2378314839,2026340694,2067067127,2631742580,2945045320,3099122692,3164246863,
Ukraine,UKR,"Service imports (BoP, current US$)",BM.GSR.NFSV.CD,3015000000,3593000000,3547000000,4475000000,6642000000,7575000000,9205000000,11790000000,16208000000,11560000000,12712000000,13383000000,14589000000,16119000000,12362000000,11349000000,11959000000,13324000000,14500000000,15715000000,11164000000,14420000000,
Upper middle income,UMC,"Service imports (BoP, current US$)",BM.GSR.NFSV.CD,1.72E+11,1.78E+11,1.89E+11,2.14E+11,2.62E+11,3.07E+11,3.53E+11,4.37E+11,5.23E+11,4.83E+11,5.78E+11,6.91E+11,7.65E+11,8.59E+11,9.67E+11,8.93E+11,8.76E+11,9.55E+11,1.04E+12,1.03E+12,7.56E+11,8.93E+11,
Uruguay,URY,"Service imports (BoP, current US$)",BM.GSR.NFSV.CD,881586151,806707499,618050620,636296775,786075682,939478289,978679307,1130009286,1523335519,1294881720,1530924895,2050253449,3880227016,4993845067,5005231443,4290046380,3885848847,4201937599,4493920985,4665142915,3364048647,3922086400,
United States,USA,"Service imports (BoP, current US$)",BM.GSR.NFSV.CD,2.21E+11,2.22E+11,2.33E+11,2.52E+11,2.91E+11,3.12E+11,3.49E+11,3.85E+11,4.21E+11,4.08E+11,4.36E+11,4.58E+11,4.70E+11,4.66E+11,4.91E+11,4.98E+11,5.13E+11,5.48E+11,5.65E+11,5.94E+11,4.67E+11,5.50E+11,
Uzbekistan,UZB,"Service imports (BoP, current US$)",BM.GSR.NFSV.CD,,,,,,1586719068,1646525322,2133784766,2477161774,2638180205,2656130203,3117291900,3463349167,3380518776,2886737438,3091910829,3443736833,4092825798,5191101922,5360871085,3511289610,4727371231,
St. Vincent and the Grenadines,VCT,"Service imports (BoP, current US$)",BM.GSR.NFSV.CD,56114815,57489259,57051481,64588289,73221459,78802523,88171493,114204569,102138030,94235426,91460167,84334795,87077733,91354984,129361775,121843258,143447278,138410057,140691223,129837261,90585380,87902099,
"Venezuela, RB",VEN,"Service imports (BoP, current US$)",BM.GSR.NFSV.CD,4463000000,4689000000,3930000000,3520000000,4505000000,5345000000,5990000000,11006000000,13274000000,13348000000,14336000000,16890000000,19428000000,19285000000,17028000000,13826000000,9472000000,,,,,,
British Virgin Islands,VGB,"Service imports (BoP, current US$)",BM.GSR.NFSV.CD,,,,,,,,,,,,,,,,,,,,,,,
Virgin Islands (U.S.),VIR,"Service imports (BoP, current US$)",BM.GSR.NFSV.CD,,,,,,,,,,,,,,,,,,,,,,,
Vietnam,VNM,"Service imports (BoP, current US$)",BM.GSR.NFSV.CD,3252000000,3382000000,3698000000,4050000000,4739000000,4472000000,5108182800,6785000000,7956000000,8187000000,9921000000,11859000000,12087000000,13820000000,14500000000,16015000000,16758000000,17100000000,18470000000,18988000000,17887000000,19407000000,
Vanuatu,VUT,"Service imports (BoP, current US$)",BM.GSR.NFSV.CD,70151197,72990813,51560813,60649802,65581535,73760494,71244086,75677302,134550297,108738727,124618110,144961108,145915874,149054737,147843739,176568671,164224516,196100700,216436870,218231148,175929856,200489505,
World,WLD,"Service imports (BoP, current US$)",BM.GSR.NFSV.CD,1.66E+12,1.67E+12,1.76E+12,1.99E+12,2.39E+12,2.64E+12,2.95E+12,3.47E+12,3.92E+12,3.53E+12,3.86E+12,4.29E+12,4.44E+12,4.71E+12,5.09E+12,4.85E+12,4.88E+12,5.30E+12,5.76E+12,5.92E+12,4.90E+12,5.57E+12,
Samoa,WSM,"Service imports (BoP, current US$)",BM.GSR.NFSV.CD,,,,,41960445,68863067,70570557,71106314,73573460,79661672,109339912,107417621,89257712,88966047,74829027,73813994,87480188,89460800,87731974,99926326,90880973,92530617,
Kosovo,XKX,"Service imports (BoP, current US$)",BM.GSR.NFSV.CD,,,,,334532415,341854917,366936286,385366641,407677460,412617465,526470694,592990387,505727947,472339065,619047522,548450133,545064284,605414499,829711255,837103622,692661842,1028039698,
"Yemen, Rep.",YEM,"Service imports (BoP, current US$)",BM.GSR.NFSV.CD,,,,,,1241449236,1855060000,1867120000,2347690000,2120608766,2156104000,2165267722,2341348437,2272241064,2743322071,1274663204,1457828482,,,,,,
South Africa,ZAF,"Service imports (BoP, current US$)",BM.GSR.NFSV.CD,5850181012,5242308508,5504060202,8042804255,10327984583,12150973291,14006362630,16053211329,16807781358,15128744643,19405949085,20600106001,18707675893,17974979545,17142878152,15722146767,15301305006,16601913546,16991679630,16484863301,11308648668,13586080631,
Zambia,ZMB,"Service imports (BoP, current US$)",BM.GSR.NFSV.CD,334626600,366626600,374800000,403400000,447300000,412244225,514040595,834994092,834726858,671765200,888111628,1093019088,1333943758,1816236562,1644387981,1432401478,1393289892,1474251547,1677527474,1533998038,2261882987,1315593010,
Zimbabwe,ZWE,"Service imports (BoP, current US$)",BM.GSR.NFSV.CD,,,,,,,,,,933009526,1359462165,1819164630,1775731775,1895021925,1953219193,1523765146,1263792186,1130678776,1026166766,909106346,769634059,,
Aruba,ABW,"Technical cooperation grants (BoP, current US$)",BX.GRT.TECH.CD.WD,150000,-110000,480000,,,,,,,,,,,,,,,,,,,,
Africa Eastern and Southern,AFE,"Technical cooperation grants (BoP, current US$)",BX.GRT.TECH.CD.WD,,,,,,,,,,,,,,,,,,,,,,,
Afghanistan,AFG,"Technical cooperation grants (BoP, current US$)",BX.GRT.TECH.CD.WD,15590000,15510000,221390000,401810000,452790000,1062410000,843810000,526320000,710960000,957300000,893130000,849840000,896900000,823980000,655640000,467490000,490400000,311920000,300130000,299690000,327100000,,
Africa Western and Central,AFW,"Technical cooperation grants (BoP, current US$)",BX.GRT.TECH.CD.WD,,,,,,,,,,,,,,,,,,,,,,,
Angola,AGO,"Technical cooperation grants (BoP, current US$)",BX.GRT.TECH.CD.WD,47310000,56940000,61020000,79860000,70250000,80670000,72810000,46330000,67750000,64060000,43730000,33580000,34220000,25680000,34670000,24460000,30380000,26710000,47060000,46980000,43090000,,
Albania,ALB,"Technical cooperation grants (BoP, current US$)",BX.GRT.TECH.CD.WD,54420000,61480000,81380000,145240000,92110000,90450000,99710000,86250000,109250000,95930000,102880000,98220000,95710000,57100000,75080000,182200000,75600000,86490000,93510000,102990000,149710000,,
Andorra,AND,"Technical cooperation grants (BoP, current US$)",BX.GRT.TECH.CD.WD,,,,,,,,,,,,,,,,,,,,,,,
Arab World,ARB,"Technical cooperation grants (BoP, current US$)",BX.GRT.TECH.CD.WD,,,,,,,,,,,,,,,,,,,,,,,
United Arab Emirates,ARE,"Technical cooperation grants (BoP, current US$)",BX.GRT.TECH.CD.WD,3030000,2090000,3470000,4510000,4410000,,,,,,,,,,,,,,,,,,
Argentina,ARG,"Technical cooperation grants (BoP, current US$)",BX.GRT.TECH.CD.WD,50500000,52490000,51510000,58810000,56200000,53880000,51400000,48100000,59990000,71880000,70420000,52020000,56800000,53140000,52320000,35720000,34820000,45930000,45690000,42800000,40580000,,
Armenia,ARM,"Technical cooperation grants (BoP, current US$)",BX.GRT.TECH.CD.WD,94200000,87660000,122840000,94090000,97280000,83780000,104150000,42160000,36880000,40800000,36980000,28030000,25010000,33420000,37380000,27190000,30260000,38470000,44870000,46890000,40840000,,
American Samoa,ASM,"Technical cooperation grants (BoP, current US$)",BX.GRT.TECH.CD.WD,,,,,,,,,,,,,,,,,,,,,,,
Antigua and Barbuda,ATG,"Technical cooperation grants (BoP, current US$)",BX.GRT.TECH.CD.WD,1860000,2880000,2520000,1400000,410000,620000,440000,610000,1420000,2720000,740000,1030000,1230000,520000,520000,490000,360000,880000,540000,860000,1470000,,
Australia,AUS,"Technical cooperation grants (BoP, current US$)",BX.GRT.TECH.CD.WD,,,,,,,,,,,,,,,,,,,,,,,
Austria,AUT,"Technical cooperation grants (BoP, current US$)",BX.GRT.TECH.CD.WD,,,,,,,,,,,,,,,,,,,,,,,
Azerbaijan,AZE,"Technical cooperation grants (BoP, current US$)",BX.GRT.TECH.CD.WD,30080000,42100000,74580000,69000000,69150000,73410000,97200000,39610000,46940000,44610000,56010000,48910000,37260000,39920000,35640000,29850000,32230000,36410000,43180000,48640000,81360000,,
Burundi,BDI,"Technical cooperation grants (BoP, current US$)",BX.GRT.TECH.CD.WD,15080000,10900000,24070000,30700000,26810000,39300000,50220000,39760000,63210000,60970000,73440000,67060000,75940000,92940000,105740000,57220000,58170000,26380000,25880000,25090000,28230000,,
Belgium,BEL,"Technical cooperation grants (BoP, current US$)",BX.GRT.TECH.CD.WD,,,,,,,,,,,,,,,,,,,,,,,
Benin,BEN,"Technical cooperation grants (BoP, current US$)",BX.GRT.TECH.CD.WD,67930000,60750000,67570000,90550000,87410000,91740000,109730000,81280000,85380000,90050000,94870000,86360000,93190000,90470000,88750000,70060000,66570000,62590000,82300000,76620000,74250000,,
Burkina Faso,BFA,"Technical cooperation grants (BoP, current US$)",BX.GRT.TECH.CD.WD,75910000,81180000,79420000,104280000,102850000,95950000,126670000,112860000,102230000,116220000,131900000,98780000,104120000,102190000,97290000,94020000,86620000,113930000,106540000,95610000,135090000,,
Bangladesh,BGD,"Technical cooperation grants (BoP, current US$)",BX.GRT.TECH.CD.WD,208860000,207240000,210850000,246070000,207590000,186320000,164530000,155950000,234790000,196450000,192400000,216060000,200310000,202640000,214080000,179110000,189260000,210110000,197220000,217370000,196400000,,
Bulgaria,BGR,"Technical cooperation grants (BoP, current US$)",BX.GRT.TECH.CD.WD,150210000,104190000,138150000,181770000,202120000,,,,,,,,,,,,,,,,,,
Bahrain,BHR,"Technical cooperation grants (BoP, current US$)",BX.GRT.TECH.CD.WD,13440000,1600000,10950000,1370000,1060000,,,,,,,,,,,,,,,,,,
"Bahamas, The",BHS,"Technical cooperation grants (BoP, current US$)",BX.GRT.TECH.CD.WD,5530000,7650000,7460000,6400000,6470000,,,,,,,,,,,,,,,,,,
Bosnia and Herzegovina,BIH,"Technical cooperation grants (BoP, current US$)",BX.GRT.TECH.CD.WD,103060000,122830000,122690000,151680000,146480000,136930000,150620000,95070000,121940000,134520000,140760000,116750000,102800000,96510000,104190000,93740000,74570000,71980000,67560000,68680000,96990000,,
Belarus,BLR,"Technical cooperation grants (BoP, current US$)",BX.GRT.TECH.CD.WD,13740000,19150000,23760000,17700000,25340000,27560000,35020000,29400000,34480000,32340000,38060000,35370000,30820000,37890000,48230000,50640000,54790000,74820000,64750000,66080000,76320000,,
Belize,BLZ,"Technical cooperation grants (BoP, current US$)",BX.GRT.TECH.CD.WD,4460000,5540000,4730000,3490000,3730000,5460000,4340000,4480000,3280000,4920000,4560000,4120000,5360000,4920000,7220000,5320000,7940000,9510000,4350000,5640000,5620000,,
Bermuda,BMU,"Technical cooperation grants (BoP, current US$)",BX.GRT.TECH.CD.WD,,,,,,,,,,,,,,,,,,,,,,,
Bolivia,BOL,"Technical cooperation grants (BoP, current US$)",BX.GRT.TECH.CD.WD,141260000,220140000,201440000,256230000,233660000,236570000,299090000,105580000,134530000,153930000,128130000,110560000,117360000,96710000,93330000,79400000,74910000,71910000,71080000,54400000,56080000,,
Brazil,BRA,"Technical cooperation grants (BoP, current US$)",BX.GRT.TECH.CD.WD,179290000,162000000,170800000,213470000,194660000,191600000,204170000,246900000,235440000,230900000,239010000,213280000,241830000,235930000,237620000,189580000,200840000,201990000,180680000,189930000,196680000,,
Barbados,BRB,"Technical cooperation grants (BoP, current US$)",BX.GRT.TECH.CD.WD,1220000,3260000,2670000,2180000,2310000,4910000,2710000,3280000,1070000,2210000,1850000,,,,,,,,,,,,
Brunei Darussalam,BRN,"Technical cooperation grants (BoP, current US$)",BX.GRT.TECH.CD.WD,760000,340000,2000000,470000,570000,,,,,,,,,,,,,,,,,,
Bhutan,BTN,"Technical cooperation grants (BoP, current US$)",BX.GRT.TECH.CD.WD,21750000,17080000,19590000,22740000,21660000,21190000,21150000,20000000,14030000,15870000,18800000,20780000,26680000,26280000,27240000,23010000,20750000,24270000,18210000,18350000,12840000,,
Botswana,BWA,"Technical cooperation grants (BoP, current US$)",BX.GRT.TECH.CD.WD,18150000,17550000,38310000,27170000,33080000,30210000,36500000,22060000,16750000,11990000,20840000,19740000,19220000,16790000,12750000,12270000,17190000,13430000,12770000,14320000,10490000,,
Central African Republic,CAF,"Technical cooperation grants (BoP, current US$)",BX.GRT.TECH.CD.WD,21570000,20960000,21210000,23510000,32300000,36420000,34690000,37660000,21990000,16420000,17730000,12720000,12840000,9490000,78320000,24010000,25740000,14840000,22650000,24330000,39020000,,
Canada,CAN,"Technical cooperation grants (BoP, current US$)",BX.GRT.TECH.CD.WD,,,,,,,,,,,,,,,,,,,,,,,
Central Europe and the Baltics,CEB,"Technical cooperation grants (BoP, current US$)",BX.GRT.TECH.CD.WD,,,,,,,,,,,,,,,,,,,,,,,
Switzerland,CHE,"Technical cooperation grants (BoP, current US$)",BX.GRT.TECH.CD.WD,,,,,,,,,,,,,,,,,,,,,,,
Channel Islands,CHI,"Technical cooperation grants (BoP, current US$)",BX.GRT.TECH.CD.WD,,,,,,,,,,,,,,,,,,,,,,,
Chile,CHL,"Technical cooperation grants (BoP, current US$)",BX.GRT.TECH.CD.WD,55510000,55840000,45840000,57040000,64470000,59050000,50960000,45980000,61950000,68740000,65740000,55560000,64950000,58860000,56420000,41510000,45810000,47010000,,,,,
China,CHN,"Technical cooperation grants (BoP, current US$)",BX.GRT.TECH.CD.WD,536790000,513090000,564540000,788610000,878140000,857650000,973500000,948260000,969550000,929540000,959150000,834350000,678710000,557750000,552470000,476440000,478550000,504420000,515520000,562390000,572820000,,
Cote d'Ivoire,CIV,"Technical cooperation grants (BoP, current US$)",BX.GRT.TECH.CD.WD,72310000,68750000,76860000,75940000,77040000,66620000,130210000,59910000,58500000,58730000,53640000,26080000,39230000,58790000,66710000,60720000,64850000,67470000,92950000,87070000,102600000,,
Cameroon,CMR,"Technical cooperation grants (BoP, current US$)",BX.GRT.TECH.CD.WD,93130000,105060000,114130000,137780000,151320000,149180000,178770000,198200000,161160000,153610000,155100000,130910000,165150000,153460000,158860000,122800000,125190000,131760000,144670000,146920000,144160000,,
"Congo, Dem. Rep.",COD,"Technical cooperation grants (BoP, current US$)",BX.GRT.TECH.CD.WD,47750000,52980000,79310000,124640000,139150000,184400000,178250000,115280000,163680000,172160000,228320000,231800000,193510000,294150000,302070000,218020000,196510000,158750000,112910000,130060000,159450000,,
"Congo, Rep.",COG,"Technical cooperation grants (BoP, current US$)",BX.GRT.TECH.CD.WD,19150000,19060000,24630000,32130000,32420000,31520000,30180000,46830000,28960000,26680000,22000000,11710000,24250000,25260000,25680000,20630000,21850000,19170000,24710000,27210000,26770000,,
Colombia,COL,"Technical cooperation grants (BoP, current US$)",BX.GRT.TECH.CD.WD,181580000,357720000,409070000,762980000,470540000,525760000,775970000,228850000,257870000,273770000,141220000,106800000,127190000,121310000,137010000,122080000,160460000,164570000,159540000,172380000,159150000,,
Comoros,COM,"Technical cooperation grants (BoP, current US$)",BX.GRT.TECH.CD.WD,8360000,8330000,10320000,11980000,12230000,12600000,13290000,16570000,11920000,11040000,10530000,7070000,15620000,17530000,18700000,18700000,16540000,17100000,17750000,15850000,16000000,,
Cabo Verde,CPV,"Technical cooperation grants (BoP, current US$)",BX.GRT.TECH.CD.WD,29470000,18140000,20980000,56530000,42660000,43040000,43090000,46080000,54580000,49680000,35580000,23330000,16230000,15750000,23690000,18030000,18110000,19040000,25990000,32090000,17080000,,
Costa Rica,CRI,"Technical cooperation grants (BoP, current US$)",BX.GRT.TECH.CD.WD,23180000,40160000,26680000,26900000,27360000,27220000,28550000,43230000,34930000,30030000,29390000,26830000,31370000,28930000,29210000,23640000,24710000,27880000,24400000,23110000,22700000,,
Caribbean small states,CSS,"Technical cooperation grants (BoP, current US$)",BX.GRT.TECH.CD.WD,,,,,,,,,,,,,,,,,,,,,,,
Cuba,CUB,"Technical cooperation grants (BoP, current US$)",BX.GRT.TECH.CD.WD,15050000,18850000,28300000,52130000,35310000,32140000,37340000,24870000,37420000,37300000,33280000,25350000,20270000,18350000,14190000,16140000,13460000,16160000,22900000,23000000,27610000,,
Curacao,CUW,"Technical cooperation grants (BoP, current US$)",BX.GRT.TECH.CD.WD,,,,,,,,,,,,,,,,,,,,,,,
Cayman Islands,CYM,"Technical cooperation grants (BoP, current US$)",BX.GRT.TECH.CD.WD,30000,510000,-20000,20000,940000,,,,,,,,,,,,,,,,,,
Cyprus,CYP,"Technical cooperation grants (BoP, current US$)",BX.GRT.TECH.CD.WD,13700000,30590000,17200000,9880000,29890000,,,,,,,,,,,,,,,,,,
Czechia,CZE,"Technical cooperation grants (BoP, current US$)",BX.GRT.TECH.CD.WD,20260000,19200000,32130000,38090000,35700000,,,,,,,,,,,,,,,,,,
Germany,DEU,"Technical cooperation grants (BoP, current US$)",BX.GRT.TECH.CD.WD,,,,,,,,,,,,,,,,,,,,,,,
Djibouti,DJI,"Technical cooperation grants (BoP, current US$)",BX.GRT.TECH.CD.WD,23630000,25050000,23650000,27640000,29220000,31640000,41980000,19860000,14030000,14490000,16280000,14230000,17390000,23610000,32510000,15720000,12630000,12620000,13200000,16400000,12610000,,
Dominica,DMA,"Technical cooperation grants (BoP, current US$)",BX.GRT.TECH.CD.WD,3290000,2750000,2720000,2260000,2390000,2750000,1360000,2090000,3020000,5200000,2290000,1630000,1470000,1820000,1070000,910000,510000,1080000,1460000,2020000,3530000,,
Denmark,DNK,"Technical cooperation grants (BoP, current US$)",BX.GRT.TECH.CD.WD,,,,,,,,,,,,,,,,,,,,,,,
Dominican Republic,DOM,"Technical cooperation grants (BoP, current US$)",BX.GRT.TECH.CD.WD,55890000,70310000,71930000,63900000,57030000,62400000,67570000,34700000,44960000,45150000,41350000,36720000,37290000,29670000,28750000,23940000,28220000,30800000,24620000,27670000,22670000,,
Algeria,DZA,"Technical cooperation grants (BoP, current US$)",BX.GRT.TECH.CD.WD,76250000,77270000,96940000,146190000,189370000,197990000,199770000,228250000,177170000,191310000,186240000,74320000,168570000,168050000,158450000,126090000,144290000,155910000,178340000,159880000,159620000,,
East Asia & Pacific (excluding high income),EAP,"Technical cooperation grants (BoP, current US$)",BX.GRT.TECH.CD.WD,,,,,,,,,,,,,,,,,,,,,,,
Early-demographic dividend,EAR,"Technical cooperation grants (BoP, current US$)",BX.GRT.TECH.CD.WD,,,,,,,,,,,,,,,,,,,,,,,
East Asia & Pacific,EAS,"Technical cooperation grants (BoP, current US$)",BX.GRT.TECH.CD.WD,,,,,,,,,,,,,,,,,,,,,,,
Europe & Central Asia (excluding high income),ECA,"Technical cooperation grants (BoP, current US$)",BX.GRT.TECH.CD.WD,,,,,,,,,,,,,,,,,,,,,,,
Europe & Central Asia,ECS,"Technical cooperation grants (BoP, current US$)",BX.GRT.TECH.CD.WD,,,,,,,,,,,,,,,,,,,,,,,
Ecuador,ECU,"Technical cooperation grants (BoP, current US$)",BX.GRT.TECH.CD.WD,82570000,88610000,113560000,142080000,145220000,153910000,143810000,94780000,122220000,114380000,80490000,70270000,76870000,67460000,70400000,57820000,53960000,56250000,57330000,77660000,63530000,,
"Egypt, Arab Rep.",EGY,"Technical cooperation grants (BoP, current US$)",BX.GRT.TECH.CD.WD,471620000,731960000,781280000,555790000,197250000,385660000,419750000,119870000,156660000,204150000,180970000,183120000,193930000,164600000,187380000,165570000,156320000,186790000,224700000,216870000,230440000,,
Euro area,EMU,"Technical cooperation grants (BoP, current US$)",BX.GRT.TECH.CD.WD,,,,,,,,,,,,,,,,,,,,,,,
Eritrea,ERI,"Technical cooperation grants (BoP, current US$)",BX.GRT.TECH.CD.WD,22110000,31560000,31980000,41090000,30840000,24180000,16240000,10500000,9590000,7480000,7130000,6390000,5160000,5700000,5590000,6440000,13030000,8330000,5070000,9040000,4150000,,
Spain,ESP,"Technical cooperation grants (BoP, current US$)",BX.GRT.TECH.CD.WD,,,,,,,,,,,,,,,,,,,,,,,
Estonia,EST,"Technical cooperation grants (BoP, current US$)",BX.GRT.TECH.CD.WD,11850000,9680000,9120000,11300000,15260000,,,,,,,,,,,,,,,,,,
Ethiopia,ETH,"Technical cooperation grants (BoP, current US$)",BX.GRT.TECH.CD.WD,120320000,128780000,166070000,166180000,172710000,195640000,259360000,130050000,158000000,169600000,176320000,193200000,203610000,213010000,200150000,178520000,220180000,244650000,206250000,291460000,188340000,,
European Union,EUU,"Technical cooperation grants (BoP, current US$)",BX.GRT.TECH.CD.WD,,,,,,,,,,,,,,,,,,,,,,,
Fragile and conflict affected situations,FCS,"Technical cooperation grants (BoP, current US$)",BX.GRT.TECH.CD.WD,,,,,,,,,,,,,,,,,,,,,,,
Finland,FIN,"Technical cooperation grants (BoP, current US$)",BX.GRT.TECH.CD.WD,,,,,,,,,,,,,,,,,,,,,,,
Fiji,FJI,"Technical cooperation grants (BoP, current US$)",BX.GRT.TECH.CD.WD,21910000,22330000,22740000,27420000,28890000,29250000,34590000,30200000,26720000,25180000,39090000,37990000,56180000,45800000,44240000,33890000,50620000,36820000,46390000,46760000,45200000,,
France,FRA,"Technical cooperation grants (BoP, current US$)",BX.GRT.TECH.CD.WD,,,,,,,,,,,,,,,,,,,,,,,
Faroe Islands,FRO,"Technical cooperation grants (BoP, current US$)",BX.GRT.TECH.CD.WD,,,,,,,,,,,,,,,,,,,,,,,
"Micronesia, Fed. Sts.",FSM,"Technical cooperation grants (BoP, current US$)",BX.GRT.TECH.CD.WD,6580000,6400000,7630000,8160000,6490000,6920000,7430000,5230000,4860000,5430000,5690000,5470000,9080000,6240000,5720000,5190000,5030000,6390000,5210000,4710000,5400000,,
Gabon,GAB,"Technical cooperation grants (BoP, current US$)",BX.GRT.TECH.CD.WD,25800000,27020000,28550000,41310000,44200000,45370000,55670000,60410000,41290000,42950000,40830000,21140000,36350000,35590000,34140000,24240000,25290000,27340000,27220000,26480000,25870000,,
United Kingdom,GBR,"Technical cooperation grants (BoP, current US$)",BX.GRT.TECH.CD.WD,,,,,,,,,,,,,,,,,,,,,,,
Georgia,GEO,"Technical cooperation grants (BoP, current US$)",BX.GRT.TECH.CD.WD,82820000,105920000,152870000,108010000,99750000,129460000,127060000,64400000,89140000,101110000,127880000,110300000,85240000,97100000,75120000,80390000,71380000,61480000,68290000,74480000,66520000,,
Ghana,GHA,"Technical cooperation grants (BoP, current US$)",BX.GRT.TECH.CD.WD,125230000,112230000,126030000,137550000,138310000,123080000,141450000,94900000,102400000,108910000,115110000,114680000,156170000,163740000,155690000,137310000,141250000,125140000,131630000,142710000,136030000,,
Gibraltar,GIB,"Technical cooperation grants (BoP, current US$)",BX.GRT.TECH.CD.WD,40000,40000,,20000,190000,,,,,,,,,,,,,,,,,,
Guinea,GIN,"Technical cooperation grants (BoP, current US$)",BX.GRT.TECH.CD.WD,50900000,52250000,54960000,68670000,69740000,61580000,72720000,51250000,44430000,45550000,62080000,26820000,44570000,46720000,49530000,59160000,55980000,51430000,57970000,55720000,46000000,,
"Gambia, The",GMB,"Technical cooperation grants (BoP, current US$)",BX.GRT.TECH.CD.WD,9610000,11340000,12620000,14080000,9680000,9080000,11240000,9320000,8590000,8080000,8240000,14470000,20680000,17640000,19840000,31630000,20630000,26450000,33870000,30240000,35420000,,
Guinea-Bissau,GNB,"Technical cooperation grants (BoP, current US$)",BX.GRT.TECH.CD.WD,12850000,15060000,17500000,18920000,15090000,14820000,14980000,14590000,23660000,20810000,17780000,18760000,12640000,8300000,11630000,9740000,10130000,8170000,15890000,17090000,20300000,,
Equatorial Guinea,GNQ,"Technical cooperation grants (BoP, current US$)",BX.GRT.TECH.CD.WD,7910000,4870000,9770000,12300000,11690000,15610000,14970000,9260000,12240000,18580000,13720000,5460000,11510000,2790000,2320000,1960000,1190000,1520000,2110000,1530000,1400000,,
Greece,GRC,"Technical cooperation grants (BoP, current US$)",BX.GRT.TECH.CD.WD,,,,,,,,,,,,,,,,,,,,,,,
Grenada,GRD,"Technical cooperation grants (BoP, current US$)",BX.GRT.TECH.CD.WD,4650000,1630000,1910000,1270000,1200000,1720000,1160000,780000,1660000,3200000,1300000,1430000,1520000,3520000,2550000,2650000,1700000,1600000,2150000,1090000,1620000,,
Greenland,GRL,"Technical cooperation grants (BoP, current US$)",BX.GRT.TECH.CD.WD,,,,,,,,,,,,,,,,,,,,,,,
Guatemala,GTM,"Technical cooperation grants (BoP, current US$)",BX.GRT.TECH.CD.WD,86020000,119500000,122730000,124330000,118940000,93680000,114090000,75790000,108310000,112220000,118870000,109880000,91650000,59970000,56230000,47790000,48800000,52830000,57910000,54540000,44150000,,
Guam,GUM,"Technical cooperation grants (BoP, current US$)",BX.GRT.TECH.CD.WD,,,,,,,,,,,,,,,,,,,,,,,
Guyana,GUY,"Technical cooperation grants (BoP, current US$)",BX.GRT.TECH.CD.WD,16130000,18120000,18660000,30560000,21440000,26710000,32150000,8250000,9790000,14240000,10800000,13870000,13980000,8340000,9370000,7480000,8580000,10720000,7970000,7970000,4090000,,
High income,HIC,"Technical cooperation grants (BoP, current US$)",BX.GRT.TECH.CD.WD,,,,,,,,,,,,,,,,,,,,,,,
"Hong Kong SAR, China",HKG,"Technical cooperation grants (BoP, current US$)",BX.GRT.TECH.CD.WD,4210000,4520000,3550000,4020000,5270000,,,,,,,,,,,,,,,,,,
Honduras,HND,"Technical cooperation grants (BoP, current US$)",BX.GRT.TECH.CD.WD,120450000,219170000,119060000,93040000,103070000,99080000,83410000,55780000,83640000,77640000,54810000,64590000,68580000,51800000,43170000,39920000,42110000,38870000,50640000,34310000,40490000,,
Heavily indebted poor countries (HIPC),HPC,"Technical cooperation grants (BoP, current US$)",BX.GRT.TECH.CD.WD,,,,,,,,,,,,,,,,,,,,,,,
Croatia,HRV,"Technical cooperation grants (BoP, current US$)",BX.GRT.TECH.CD.WD,30560000,43450000,61140000,72690000,77190000,53740000,64020000,40810000,77380000,44680000,39820000,,,,,,,,,,,,
Haiti,HTI,"Technical cooperation grants (BoP, current US$)",BX.GRT.TECH.CD.WD,90110000,92560000,75890000,85060000,84520000,123280000,189950000,60630000,136460000,155140000,187230000,166330000,127680000,96250000,83820000,72930000,68550000,70970000,71250000,46490000,48150000,,
Hungary,HUN,"Technical cooperation grants (BoP, current US$)",BX.GRT.TECH.CD.WD,38960000,35490000,39110000,52280000,48820000,,,,,,,,,,,,,,,,,,
